Course Name,Access,Year Built,Rating,Number of Reviews,Pct Recommend,Club ID,Course ID,Full Address,Address,City,State,Zip,Address,City,State,St abbrv,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type
Marysville Golf Club,Public,1932,3.7,156,80.80%,10204,11163,"13683 State Route 38, Marysville, Ohio 43040, Union County",13683 State Route 38,Marysville,Ohio,43040,13683 State Route 38,Marysville,Ohio,OH,43040,40.199555,-83.378242,1,rooftop
Rolling Meadows Golf Course,Public,1996,3.7,118,76.90%,10205,11164,"11233 Industrial Pkwy, Marysville, Ohio 43040, Union County",11233 Industrial Pkwy,Marysville,Ohio,43040,11233 Industrial Pkwy,Marysville,Ohio,OH,43040,40.17011,-83.264337,1,rooftop
The Ridge Golf & Gardens,Public,2003,3.8,161,89.50%,10206,11165,"17487 Robinson Rd, Marysville, OH 43040",17487 Robinson Rd,Marysville,Ohio,43040,17487 Robinson Rd,Marysville,Ohio,OH,43040,40.178598,-83.343781,1,rooftop
Timberview Golf Club,Public,1989,3.2,79,66.50%,10207,11166,"1107 London Ave, Marysville, Ohio 43040, Union County",1107 London Ave,Marysville,Ohio,43040,1107 London Ave,Marysville,Ohio,OH,43040,40.21855,-83.37374,1,rooftop
Heritage Club,Private,1996,5,1,100.00%,10208,11167,"6690 Heritage Club Dr, Mason, Ohio 45040, Warren County",6690 Heritage Club Dr,Mason,Ohio,45040,6690 Heritage Club Dr,Mason,Ohio,OH,45040,39.372364,-84.337727,1,rooftop
The Golf Center at Kings Island - Academy Course,Semi-Private,2006,4.8,6,95.80%,10209,11168,"6042 Fairway Dr, Mason, Ohio 45040, Warren County",6042 Fairway Dr,Mason,Ohio,45040,6042 Fairway Dr,Mason,Ohio,OH,45040,39.348478,-84.294,1,range_interpolation
The Golf Center at Kings Island - Grizzly Course,Semi-Private,1972,4.3,298,91.80%,10209,11169,"6042 Fairway Dr, Mason, Ohio 45040, Warren County",6042 Fairway Dr,Mason,Ohio,45040,6042 Fairway Dr,Mason,Ohio,OH,45040,39.348478,-84.294,1,range_interpolation
East/North Golf Course at The Legends of Massillon,Public,2002,4.4,169,95.20%,10210,11170,"2700 Augusta Dr SE, Massillon, Ohio 44646, Stark County",2700 Augusta Dr SE,Massillon,Ohio,44646,2700 Augusta Dr SE,Massillon,Ohio,OH,44646,40.76849,-81.496734,1,rooftop
East/South Golf Course at The Legends of Massillon,Public,1995,4.4,169,95.20%,10210,11171,"2700 Augusta Dr SE, Massillon, Ohio 44646, Stark County",2700 Augusta Dr SE,Massillon,Ohio,44646,2700 Augusta Dr SE,Massillon,Ohio,OH,44646,40.76849,-81.496734,1,rooftop
Shady Hollow Country Club,Private,1925,,,0%,10211,11172,"4865 Wales Ave NW, Massillon, Ohio 44646, Stark County",4865 Wales Ave NW,Massillon,Ohio,44646,4865 Wales Ave NW,Massillon,Ohio,OH,44646,40.851976,-81.489485,1,rooftop
South/North Golf Course at The Legends of Massillon,Public,2002,4.4,169,95.20%,10212,11173,"2700 Augusta Dr SE, Massillon, Ohio 44646, Stark County",2700 Augusta Dr SE,Massillon,Ohio,44646,2700 Augusta Dr SE,Massillon,Ohio,OH,44646,40.76849,-81.496734,1,rooftop
Championship at Brandywine Country Club,Private,1966,2,,0%,10213,11174,"6904 Salisbury Rd, Maumee, Ohio 43537, Lucas County",6904 Salisbury Rd,Maumee,Ohio,43537,6904 Salisbury Rd,Maumee,Ohio,OH,43537,41.585114,-83.706121,1,rooftop
Shady Acres Golf Course,Public,1931,,,0%,10214,11175,"100 Shady Acres Ln, McComb, Ohio 45858, Hancock County",100 Shady Acres Ln,McComb,Ohio,45858,100 Shady Acres Ln,McComb,Ohio,OH,45858,41.105363,-83.799271,1,rooftop
Elks Country Club,Semi-Private,1924,4.5,23,85.30%,10215,11176,"19787A State Route 73, McDermott, Ohio 45652, Scioto County",19787A State Route 73,McDermott,Ohio,45652,19787A State Route 73,McDermott,Ohio,OH,45652,38.8085,-83.0156,0.9,ROOFTOP
Reserve/Woods at Indian Springs Golf Club,Public,1990,3.6,78,61.50%,10216,11177,"11111 St Rt 161 , Mechanicsburg, OH 43044",11111 St Rt 161,Mechanicsburg,Ohio,43044,11111 St Rt 161,Mechanicsburg,Ohio,OH,43044,40.104821,-83.534735,1,rooftop
Blue/Green at Medina Country Club,Private,1967,,,0%,10217,11178,"5588 Wedgewood Rd, Medina, Ohio 44256, Medina County",5588 Wedgewood Rd,Medina,Ohio,44256,5588 Wedgewood Rd,Medina,Ohio,OH,44256,41.099181,-81.890529,1,rooftop
Blue/Red at Medina Country Club,Private,1962,,,0%,10217,11179,"5588 Wedgewood Rd, Medina, Ohio 44256, Medina County",5588 Wedgewood Rd,Medina,Ohio,44256,5588 Wedgewood Rd,Medina,Ohio,OH,44256,41.099181,-81.890529,1,rooftop
Bunker Hill Golf Course,Public,1926,4.3,65,92.80%,10218,11180,"3060 Pearl Rd, Medina, Ohio 44256, Medina County",3060 Pearl Rd,Medina,Ohio,44256,3060 Pearl Rd,Medina,Ohio,OH,44256,41.191862,-81.848818,1,range_interpolation
Fox Meadow Country Club,Private,1996,,,0%,10219,11181,"4260 Fox Meadow Dr, Medina, Ohio 44256, Medina County",4260 Fox Meadow Dr,Medina,Ohio,44256,4260 Fox Meadow Dr,Medina,Ohio,OH,44256,41.101674,-81.84127,1,rooftop
Pleasant Valley Country Club,Public,1970,4.1,160,93.60%,10220,11182,"3830 Hamilton Rd, Medina, Ohio 44256, Medina County",3830 Hamilton Rd,Medina,Ohio,44256,3830 Hamilton Rd,Medina,Ohio,OH,44256,41.192606,-81.824408,1,rooftop
Red/Green at Medina Country Club,Private,1962,,,0%,10221,11183,"5588 Wedgewood Rd, Medina, Ohio 44256, Medina County",5588 Wedgewood Rd,Medina,Ohio,44256,5588 Wedgewood Rd,Medina,Ohio,OH,44256,41.099181,-81.890529,1,rooftop
Ridge Top Golf Course,Public,1961,4.4,161,94.40%,10222,11184,"7441 Tower Rd, Medina, Ohio 44256, Medina County",7441 Tower Rd,Medina,Ohio,44256,7441 Tower Rd,Medina,Ohio,OH,44256,41.071414,-81.817126,1,rooftop
Shale Creek Golf Club,Public,2006,4.6,205,97.10%,10223,11185,"5420 Wolfe Rd, Medina, OH 44256",5420 Wolfe Rd,Medina,Ohio,44256,5420 Wolfe Rd,Medina,Ohio,OH,44256,41.192988,-81.882701,1,rooftop
Weymouth Country Club,Private,1969,,,0%,10224,11186,"3946 Weymouth Rd, Medina, Ohio 44256, Medina County",3946 Weymouth Rd,Medina,Ohio,44256,3946 Weymouth Rd,Medina,Ohio,OH,44256,41.167754,-81.815075,1,rooftop
Black Brook Golf Course & Practice Center,Public/Municipal,1929,1,,0%,10225,11187,"8900 Lake Shore Blvd, Mentor, Ohio 44060, Lake County",8900 Lake Shore Blvd,Mentor,Ohio,44060,8900 Lake Shore Blvd,Mentor,Ohio,OH,44060,41.717872,-81.320063,1,rooftop
Mound Golf Course,Public,1938,2,,0%,10226,11188,"757 Mound Rd, Miamisburg, Ohio 45342, Montgomery County",757 Mound Rd,Miamisburg,Ohio,45342,757 Mound Rd,Miamisburg,Ohio,OH,45342,39.627024,-84.281864,1,range_interpolation
Pipestone Golf Club,Public,1992,3.8,115,82.40%,10227,11189,"4344 Benner Rd, Miamisburg, Ohio 45342, Montgomery County",4344 Benner Rd,Miamisburg,Ohio,45342,4344 Benner Rd,Miamisburg,Ohio,OH,45342,39.614859,-84.253747,1,rooftop
Miami View Golf Club,Private,1961,5,2,100.00%,10228,11190,"8411 Harrison Ave, Miamitown, Ohio 45041, Hamilton County",8411 Harrison Ave,Miamitown,Ohio,45041,8411 Harrison Ave,Miamitown,Ohio,OH,45041,39.221135,-84.716377,1,range_interpolation
Brown's Run Country Club,Private,1956,4.5,19,100.00%,10229,11191,"6855 Sloebig Rd, Middletown, Ohio 45042, Butler County",6855 Sloebig Rd,Middletown,Ohio,45042,6855 Sloebig Rd,Middletown,Ohio,OH,45042,39.556881,-84.396836,1,rooftop
Forest Hills Country Club,Private,1918,3.7,23,87.00%,10230,11192,"791 4th Ave, Middletown, OH 45044, Butler County",791 4th Ave,Middletown,Ohio,45044,791 4th Ave,Middletown,Ohio,OH,45044,39.513462,-84.410714,1,rooftop
Green Crest Golf Club,Public,1972,3.9,243,85.30%,10231,11193,"7813 Bethany Rd, Middletown, Ohio 45044, Butler County",7813 Bethany Rd,Middletown,Ohio,45044,7813 Bethany Rd,Middletown,Ohio,OH,45044,39.383433,-84.361275,1,rooftop
Wildwood Golf Course,Private,1922,5,1,100.00%,10232,11194,"601 Aberdeen Dr, Middletown, Ohio 45042, Butler County",601 Aberdeen Dr,Middletown,Ohio,45042,601 Aberdeen Dr,Middletown,Ohio,OH,45042,39.519538,-84.374423,1,rooftop
Par 3 at Five Waters Golf Course,Public,1968,4,1,100.00%,10233,11195,"3384 Brightwood Road, Midvale, Ohio 44653, Tuscarawas County",3384 Brightwood Road,Midvale,Ohio,44653,3384 Brightwood Road,Midvale,Ohio,OH,44653,40.4291323,-81.3690107,0.9,ROOFTOP
Regulation at Five Waters Golf Course,Public,1968,4,1,100.00%,10233,11196,"3384 Brightwood Road, Midvale, Ohio 44653, Tuscarawas County",3384 Brightwood Road,Midvale,Ohio,44653,3384 Brightwood Road,Midvale,Ohio,OH,44653,40.4291323,-81.3690107,0.9,ROOFTOP
Terrace Park Country Club,Private,1931,3,,0%,10234,11197,"5341 S Milford Rd, Milford, Ohio 45150, Clermont County",5341 S Milford Rd,Milford,Ohio,45150,5341 S Milford Rd,Milford,Ohio,OH,45150,39.156551,-84.296822,1,rooftop
Black Diamond Golf Course,Public,2000,3.8,6,66.70%,10235,11198,"7500 Twp Road 103, Millersburg, Ohio 44654, Holmes County",7500 Twp Road 103,Millersburg,Ohio,44654,7500 Twp Road 103,Millersburg,Ohio,OH,44654,40.501363,-81.897193,1,range_interpolation
Fire Ridge Golf Course,Public,1929,3.5,38,74.10%,10236,11199,"1001 E Jackson St, Millersburg, Ohio 44654, Holmes County",1001 E Jackson St,Millersburg,Ohio,44654,1001 E Jackson St,Millersburg,Ohio,OH,44654,40.555078,-81.901939,1,rooftop
Blue/White at Great Trail Golf Club,Public,1965,5,1,100.00%,10237,11200,"10154 Great Trl Dr, Minerva, Ohio 44657, Columbiana County",10154 Great Trl Dr,Minerva,Ohio,44657,10154 Great Trl Dr,Minerva,Ohio,OH,44657,40.722383,-81.080837,1,rooftop
Edgewater Golf Club,Public,1926,4.6,30,98.90%,10238,11201,"2401 Fox Ave SE, Minerva, Ohio 44657, Stark County",2401 Fox Ave SE,Minerva,Ohio,44657,2401 Fox Ave SE,Minerva,Ohio,OH,44657,40.766309,-81.134946,1,rooftop
Red/Blue at Great Trail Golf Club,Public,1965,5,1,100.00%,10239,11202,"10154 Great Trl Dr, Minerva, Ohio 44657, Columbiana County",10154 Great Trl Dr,Minerva,Ohio,44657,10154 Great Trl Dr,Minerva,Ohio,OH,44657,40.722383,-81.080837,1,rooftop
White/Red at Great Trail Golf Club,Public,1965,5,1,100.00%,10239,11203,"10154 Great Trl Dr, Minerva, Ohio 44657, Columbiana County",10154 Great Trl Dr,Minerva,Ohio,44657,10154 Great Trl Dr,Minerva,Ohio,OH,44657,40.722383,-81.080837,1,rooftop
Arrowhead Park Golf Club,Semi-Private,1965,5,1,100.00%,10240,11204,"2211 Dirkson Rd, Minster, Ohio 45865, Auglaize County",2211 Dirkson Rd,Minster,Ohio,45865,2211 Dirkson Rd,Minster,Ohio,OH,45865,40.3746166,-84.3958924,0.8,RANGE_INTERPOLATED
Paradise Lake Country Club,Public,1975,4.4,97,93.70%,10241,11205,"1900 Randolph Rd, Mogadore, Ohio 44260, Portage County",1900 Randolph Rd,Mogadore,Ohio,44260,1900 Randolph Rd,Mogadore,Ohio,OH,44260,41.050332,-81.324764,1,rooftop
Suffield Springs Golf Club,Public,1987,4,1,100.00%,10242,11206,"2123 Congress Lake Rd, Mogadore, Ohio 44260, Portage County",2123 Congress Lake Rd,Mogadore,Ohio,44260,2123 Congress Lake Rd,Mogadore,Ohio,OH,44260,41.04705,-81.329165,1,rooftop
Patriot Hills Golf Course at Hillcrest Country Club,Semi-Private,1929,,,0%,10243,11207,"15149 US Route 20A, Montpelier, Ohio 43543, Williams County",15149 US Route 20A,Montpelier,Ohio,43543,15149 US Route 20A,Montpelier,Ohio,OH,43543,41.588464,-84.531735,0.33,ROOFTOP
Bel-Wood Country Club,Private,1950,4.1,11,90.90%,10244,11208,"5873 Ludlum Rd, Morrow, Ohio 45152, Warren County",5873 Ludlum Rd,Morrow,Ohio,45152,5873 Ludlum Rd,Morrow,Ohio,OH,45152,39.346593,-84.152935,1,rooftop
Pine Lakes Golf Course,Public,1952,4,24,95.80%,10245,11209,"901 E High St, Mount Gilead, Ohio 43338, Morrow County",901 E High St,Mount Gilead,Ohio,43338,901 E High St,Mount Gilead,Ohio,OH,43338,40.545861,-82.809904,1,rooftop
Deer Creek State Park Golf Course,Public,1982,2.9,60,40.30%,10246,11210,"22300 State Park Road 20, Mt. Sterling, Ohio 43143",22300 State Park Road 20,Mt. Sterling,Ohio,43143,22300 State Park Road 20,Mt. Sterling,Ohio,OH,43143,39.618198,-83.238804,1,rooftop
Chapel Hill Golf Course,Public,1996,4.4,119,96.90%,10247,11211,"7516 Johnstown Rd, Mount Vernon, Ohio 43050, Knox County",7516 Johnstown Rd,Mount Vernon,Ohio,43050,7516 Johnstown Rd,Mount Vernon,Ohio,OH,43050,40.347942,-82.551719,1,rooftop
Hiawatha Golf Course,Public,1962,3,1,100.00%,10248,11212,"901 Beech St, Mount Vernon, Ohio 43050, Knox County",901 Beech St,Mount Vernon,Ohio,43050,901 Beech St,Mount Vernon,Ohio,OH,43050,40.403981,-82.46588,1,rooftop
Irish Hills Golf Course,Public,1928,4,16,76.70%,10249,11213,"7020 Newark Rd, Mount Vernon, Ohio 43050, Knox County",7020 Newark Rd,Mount Vernon,Ohio,43050,7020 Newark Rd,Mount Vernon,Ohio,OH,43050,40.337026,-82.463862,1,rooftop
Mount Vernon Country Club,Private,1915,,,0%,10250,11214,"8927 Martinsburg Rd, Mount Vernon, Ohio 43050, Knox County",8927 Martinsburg Rd,Mount Vernon,Ohio,43050,8927 Martinsburg Rd,Mount Vernon,Ohio,OH,43050,40.365262,-82.466916,1,rooftop
Napoleon Municipal Golf Course,Public/Municipal,1922,,,0%,10251,11215,"521 Glenwood Ave, Napoleon, Ohio 43545, Henry County",521 Glenwood Ave,Napoleon,Ohio,43545,521 Glenwood Ave,Napoleon,Ohio,OH,43545,41.386832,-84.142365,1,rooftop
Virtues Golf Club,Public,1999,4.3,154,74.10%,10252,11216,"One Long Dr, Nashport, Ohio 43830, Licking County",One Long Dr,Nashport,Ohio,43830,One Long Dr,Nashport,Ohio,OH,43830,40.063883,-82.099574,1,place
Vista Golf Course,Public,1973,3.4,32,75.00%,10253,11217,"2600 Hennessey Dr, Nashport, Ohio 43830, Muskingum County",2600 Hennessey Dr,Nashport,Ohio,43830,2600 Hennessey Dr,Nashport,Ohio,OH,43830,40.035553,-82.036309,1,rooftop
East Palestine Country Club,Semi-Private,1921,4,2,100.00%,10254,11218,"50834 Carmel Achor Rd, Negley, Ohio 44441, Columbiana County",50834 Carmel Achor Rd,Negley,Ohio,44441,50834 Carmel Achor Rd,Negley,Ohio,OH,44441,40.774321,-80.541754,1,rooftop
"Golf Club, The",Private,1967,5,1,100.00%,10255,11219,"4522 Kitzmiller Rd, New Albany, Ohio 43054, Franklin County",4522 Kitzmiller Rd,New Albany,Ohio,43054,4522 Kitzmiller Rd,New Albany,Ohio,OH,43054,40.067031,-82.78721,1,rooftop
New Albany Links Golf Club,Semi-Private,1999,3.7,177,69.30%,10256,11220,"7100 New Albany Links Dr, New Albany, Ohio 43054, Franklin County",7100 New Albany Links Dr,New Albany,Ohio,43054,7100 New Albany Links Dr,New Albany,Ohio,OH,43054,40.101114,-82.786215,1,rooftop
North/East at New Albany Country Club,Private,1992,,,0%,10257,11221,"1 Club Ln, New Albany, Ohio 43054, Franklin County",1 Club Ln,New Albany,Ohio,43054,1 Club Ln,New Albany,Ohio,OH,43054,40.069199,-82.829443,1,rooftop
West/East at New Albany Country Club,Private,1992,,,0%,10257,11222,"1 Club Ln, New Albany, Ohio 43054, Franklin County",1 Club Ln,New Albany,Ohio,43054,1 Club Ln,New Albany,Ohio,OH,43054,40.069199,-82.829443,1,rooftop
West/North at New Albany Country Club,Private,1992,,,0%,10257,11223,"1 Club Ln, New Albany, Ohio 43054, Franklin County",1 Club Ln,New Albany,Ohio,43054,1 Club Ln,New Albany,Ohio,OH,43054,40.069199,-82.829443,1,rooftop
Windy Acres Golf Course,Public,1970,,,0%,10258,11224,"681 State Rt 95 W, New Bloomington, Ohio 43341, Marion County",681 State Rt 95 W,New Bloomington,Ohio,43341,681 State Rt 95 W,New Bloomington,Ohio,OH,43341,40.576938,-83.315088,1,rooftop
Sugar Isle Golf Course,Public,1972,3.9,182,86.20%,10259,11225,"2469 Dayton-Lakeview Rd, New Carlisle, Ohio 45344, Clark County",2469 Dayton-Lakeview Rd,New Carlisle,Ohio,45344,2469 Dayton-Lakeview Rd,New Carlisle,Ohio,OH,45344,39.960264,-84.018814,0.9,ROOFTOP
Wildfire Golf Club,Public,1966,5,1,100.00%,10260,11226,"4230 Friendship Dr, New Concord, Ohio 43762, Muskingum County",4230 Friendship Dr,New Concord,Ohio,43762,4230 Friendship Dr,New Concord,Ohio,OH,43762,40.033533,-81.756864,1,range_interpolation
Perry Country Club,Semi-Private,1928,,,0%,10261,11227,"5111 State Route 13 NE, New Lexington, Ohio 43764, Perry County",5111 State Route 13 NE,New Lexington,Ohio,43764,5111 State Route 13 NE,New Lexington,Ohio,OH,43764,39.782647,-82.259541,1,range_interpolation
Millstone Hills Golf Club,Public,1968,4,1,100.00%,10262,11228,"2235 Euclid Rd, New London, Ohio 44851, Huron County",2235 Euclid Rd,New London,Ohio,44851,2235 Euclid Rd,New London,Ohio,OH,44851,41.078494,-82.41633,1,rooftop
Country Side Golf Club,Public,2007,3,4,50.00%,10263,11229,"417 N. Spring St. , New Paris, Ohio 45347, Preble County",417 N. Spring St.,New Paris,Ohio,45347,417 N. Spring St.,New Paris,Ohio,OH,45347,39.864077,-84.789196,1,rooftop
Green Valley Golf Club,Public,1960,2,,0%,10264,11230,"2673 Pleasant Valley Rd, New Philadelphia, Ohio 44663, Tuscarawas County",2673 Pleasant Valley Rd,New Philadelphia,Ohio,44663,2673 Pleasant Valley Rd,New Philadelphia,Ohio,OH,44663,40.515831,-81.417343,1,range_interpolation
Oak Shadows,Public,1995,4.4,91,91.80%,10265,11231,"1063 Oak Shadows Dr, New Philadelphia, Ohio 44663, Tuscarawas County",1063 Oak Shadows Dr,New Philadelphia,Ohio,44663,1063 Oak Shadows Dr,New Philadelphia,Ohio,OH,44663,40.502987,-81.423411,0.9,ROOFTOP
Snow Hill Country Club,Private,1990,4.6,105,94.60%,10266,11232,"11093 State Route 73, New Vienna, Ohio 45159, Clinton County",11093 State Route 73,New Vienna,Ohio,45159,11093 State Route 73,New Vienna,Ohio,OH,45159,39.313459,-83.689436,1,range_interpolation
Cranberry Hills,Public,1974,,,0%,10267,11233,"5965 State Route 103, New Washington, Ohio 44854, Crawford County",5965 State Route 103,New Washington,Ohio,44854,5965 State Route 103,New Washington,Ohio,OH,44854,40.96027,-82.827342,1,rooftop
Burning Tree Golf Course,Public,1970,1.8,48,20.70%,10268,11234,"4600 Ridgely Tract Rd SE, Newark, Ohio 43056, Licking County",4600 Ridgely Tract Rd SE,Newark,Ohio,43056,4600 Ridgely Tract Rd SE,Newark,Ohio,OH,43056,39.981667,-82.452867,1,rooftop
Moundbuilders Country Club,Private,1927,5,2,100.00%,10269,11235,"125 N 33rd St, Newark, Ohio 43055, Licking County",125 N 33rd St,Newark,Ohio,43055,125 N 33rd St,Newark,Ohio,OH,43055,40.051756,-82.445294,1,range_interpolation
The Trout Club,Resort,1960,3.8,50,85.90%,10270,11236,"2250 Horns Hill Rd, Newark, Ohio 43055, Licking County",2250 Horns Hill Rd,Newark,Ohio,43055,2250 Horns Hill Rd,Newark,Ohio,OH,43055,40.115289,-82.407656,1,rooftop
Washington Golf Learning Center,Municipal,2006,4.1,23,84.60%,10271,11237,"3841 Washington Park Blvd. , Newburgh Heights, Ohio 44105, Cuyahoga County",3841 Washington Park Blvd.,Newburgh Heights,Ohio,44105,3841 Washington Park Blvd.,Newburgh Heights,Ohio,OH,44105,41.4538623,-81.6626608,0.9,ROOFTOP
Punderson State Park Golf Course,Public,1969,4.1,93,93.40%,10272,11238,"11175 Kinsman Rd, Newbury, Ohio 44065, Geauga County",11175 Kinsman Rd,Newbury,Ohio,44065,11175 Kinsman Rd,Newbury,Ohio,OH,44065,41.463132,-81.240605,1,range_interpolation
Paul Tesslers Golf Learning Center,Public,1974,4.2,2,100.00%,10273,11239,"3781 State Route 5, Newton Falls, Ohio 44444, Trumbull County",3781 State Route 5,Newton Falls,Ohio,44444,3781 State Route 5,Newton Falls,Ohio,OH,44444,41.2173282,-80.9381182,0.33,ROOFTOP
Riverview Golf Course,Public,1962,,,0%,10274,11240,"3903 State Route 82 SW, Newton Falls, Ohio 44444, Trumbull County",3903 State Route 82 SW,Newton Falls,Ohio,44444,3903 State Route 82 SW,Newton Falls,Ohio,OH,44444,41.230456,-80.937361,1,rooftop
Birch Run Golf Club,Public,1965,4,1,100.00%,10275,11241,"14451 Deshler Rd, North Baltimore, Ohio 45872, Wood County",14451 Deshler Rd,North Baltimore,Ohio,45872,14451 Deshler Rd,North Baltimore,Ohio,OH,45872,41.172993,-83.678157,1,rooftop
Aston Oaks Golf Club,Public,1999,4.4,153,90.10%,10276,11242,"1 Aston Oaks Dr , North Bend, OH 45052",1 Aston Oaks Dr,North Bend,Ohio,45052,1 Aston Oaks Dr,North Bend,Ohio,OH,45052,39.151882,-84.725184,1,rooftop
Berlin Lake Golf Club,Private,1932,,,0%,10277,11243,"54 Hartzell Rd, North Benton, Ohio 44449",54 Hartzell Rd,North Benton,Ohio,44449,54 Hartzell Rd,North Benton,Ohio,OH,44449,40.989051,-81.008062,1,rooftop
Arrowhead Golf Club,Semi-Private,1948,3.3,125,68.40%,10278,11244,"1500 Rogwin Cir SW, North Canton, Ohio 44720, Stark County",1500 Rogwin Cir SW,North Canton,Ohio,44720,1500 Rogwin Cir SW,North Canton,Ohio,OH,44720,40.861607,-81.409605,1,rooftop
Oakwood Country Club,Private,1922,,,0%,10279,11245,"6875 Firestone Ave NE, North Canton, Ohio 44721, Stark County",6875 Firestone Ave NE,North Canton,Ohio,44721,6875 Firestone Ave NE,North Canton,Ohio,OH,44721,40.881142,-81.339161,1,range_interpolation
The Sanctuary Golf Club,Public,2002,4.6,93,94.80%,10280,11246,"2017 Applegrove St NW, Canton, Ohio 44720, Stark County",2017 Applegrove St NW,Canton,Ohio,44720,2017 Applegrove St NW,Canton,Ohio,OH,44720,40.889926,-81.383121,1,rooftop
Meander Golf Course,Semi-Private,1968,1,,0%,10281,11247,"9889 New Rd, North Jackson, Ohio 44451, Mahoning County",9889 New Rd,North Jackson,Ohio,44451,9889 New Rd,North Jackson,Ohio,OH,44451,41.087238,-80.83669,1,rooftop
Village Green Golf Course,Public/Municipal,1969,4.2,5,80.00%,10282,11248,"7048 North Main St (rte 193), North Kingsville, Ohio 44068, Ashtabula County",7048 North Main St (rte 193),North Kingsville,Ohio,44068,7048 North Main St (rte 193),North Kingsville,Ohio,OH,44068,41.9033456,-80.6895275,0.8,GEOMETRIC_CENTER
Elms Country Club - 1st/2nd Course,Public,1932,4.8,32,98.50%,10283,11249,"1608 Manchester Ave NW, North Lawrence, Ohio 44666, Stark County",1608 Manchester Ave NW,North Lawrence,Ohio,44666,1608 Manchester Ave NW,North Lawrence,Ohio,OH,44666,40.8057286,-81.6012565,0.9,RANGE_INTERPOLATED
Elms Country Club - 1st/3rd Course,Public,1932,4.8,32,98.50%,10283,11250,"1608 Manchester Ave NW, North Lawrence, Ohio 44666, Stark County",1608 Manchester Ave NW,North Lawrence,Ohio,44666,1608 Manchester Ave NW,North Lawrence,Ohio,OH,44666,40.8057286,-81.6012565,0.9,RANGE_INTERPOLATED
Elms Country Club - 2nd/3rd Course,Public,1932,4.8,32,98.50%,10283,11251,"1608 Manchester Ave NW, North Lawrence, Ohio 44666, Stark County",1608 Manchester Ave NW,North Lawrence,Ohio,44666,1608 Manchester Ave NW,North Lawrence,Ohio,OH,44666,40.8057286,-81.6012565,0.9,RANGE_INTERPOLATED
Madison Country Club,Semi-Private,1923,4.4,89,92.10%,10284,11252,"6131 Chapel Rd, North Madison, Ohio 44057, Lake County",6131 Chapel Rd,North Madison,Ohio,44057,6131 Chapel Rd,North Madison,Ohio,OH,44057,41.81953,-81.06928,1,rooftop
North Olmstead Golf Club,Public,1948,4.3,24,99.30%,10285,11253,"5840 Canterbury Rd, North Olmsted, Ohio 44070, Cuyahoga County",5840 Canterbury Rd,North Olmsted,Ohio,44070,5840 Canterbury Rd,North Olmsted,Ohio,OH,44070,41.405296,-81.91287,1,rooftop
Springvale Golf Club,Public/Municipal,1928,3.9,133,85.80%,10286,11254,"5871 Canterbury Rd, North Olmsted, Ohio 44070, Cuyahoga County",5871 Canterbury Rd,North Olmsted,Ohio,44070,5871 Canterbury Rd,North Olmsted,Ohio,OH,44070,41.404374,-81.911857,1,range_interpolation
Barberton Brookside Country Club,Public,1921,4.1,106,92.60%,10287,11255,"3727 Golf Course Dr, Norton, Ohio 44203, Summit County",3727 Golf Course Dr,Norton,Ohio,44203,3727 Golf Course Dr,Norton,Ohio,OH,44203,41.031202,-81.662041,1,rooftop
Loyal Oak Golf Course - First Nine,Public,1928,1.3,6,10.00%,10288,11256,"2909 Cleveland Massillon Rd, Norton, Ohio 44203, Summit County",2909 Cleveland Massillon Rd,Norton,Ohio,44203,2909 Cleveland Massillon Rd,Norton,Ohio,OH,44203,41.0594891,-81.6373072,0.9,ROOFTOP
Loyal Oak Golf Course - Second Nine,Public,1928,1.3,6,10.00%,10288,11257,"2909 Cleveland Massillon Rd, Norton, Ohio 44203, Summit County",2909 Cleveland Massillon Rd,Norton,Ohio,44203,2909 Cleveland Massillon Rd,Norton,Ohio,OH,44203,41.0594891,-81.6373072,0.9,ROOFTOP
Loyal Oak Golf Course - Third Nine,Public,1945,1.3,6,10.00%,10288,11258,"2909 Cleveland Massillon Rd, Norton, Ohio 44203, Summit County",2909 Cleveland Massillon Rd,Norton,Ohio,44203,2909 Cleveland Massillon Rd,Norton,Ohio,OH,44203,41.0594891,-81.6373072,0.9,ROOFTOP
Eagle Creek Golf Club,Public,1995,5,6,100.00%,10289,11259,"2406 New State Rd, Norwalk, Ohio 44857, Huron County",2406 New State Rd,Norwalk,Ohio,44857,2406 New State Rd,Norwalk,Ohio,OH,44857,41.205998,-82.614347,1,rooftop
Norwalk Sycamore Hills Golf Club,Public,1970,4,1,100.00%,10290,11260,"14 Sycamore Dr, Norwalk, Ohio 44857, Huron County",14 Sycamore Dr,Norwalk,Ohio,44857,14 Sycamore Dr,Norwalk,Ohio,OH,44857,41.233965,-82.641407,1,rooftop
Norwich Valley Golf Course,Public,1970,,,0%,10291,11261,"620 Norwich Valley Rd, Norwich, OH 43767",620 Norwich Valley Rd,Norwich,Ohio,43767,620 Norwich Valley Rd,Norwich,Ohio,OH,43767,39.983446,-81.812601,1,rooftop
Rolling Acres Golf Course,Public,1960,,,0%,10292,11262,"63 State Route 511, Nova, Ohio 44859, Ashland County",63 State Route 511,Nova,Ohio,44859,63 State Route 511,Nova,Ohio,OH,44859,41.054638,-82.304157,1,range_interpolation
