Course Name,Address,Access,Year Built,Rating,Number of Reviews,Pct Recommend
Randall Hills Country Club,"516 White Swan Dr, Pickstown, South Dakota 57367, Charles Mix County",Semi-Private,1974,4,1 out of 1 reviews,100.00%
Hillsview Golf Course,"4201 E. Highway 34, Pierre, South Dakota 57501, Hughes County",Semi-Private/Municipal,1965,,,0%
Oahe Trails Golf Course,"101 Lake Place, Pierre, SD 57501, Hughes County",Public,1998,,,0%
Fish Lake Country Club,"39051 253rd St, Plankinton, South Dakota 57368, Aurora County",Semi-Private,1914,,,0%
Lake Platte Golf Club,"27574 Golf Course Rd, Platte, South Dakota 57369, Charles Mix County",Public,1973,,,0%
Medicine Creek Golf Course,"Interstate 90, Presho, South Dakota 57568, Lyman County",Public,1986,,,0%
Fisher Grove Country Club,"17290 Fishers Ln, Redfield, South Dakota 57440, Spink County",Semi-Private,1950,,,0%
Roscoe Legion Golf Course,"U.S. 12, Roscoe, South Dakota 57471, Edmunds County",Public,1950,,,0%
McCook Country Club,"501 S Douglas St, Salem, South Dakota 57058, McCook County",Semi-Private,1968,,,0%
Dawson Creek Golf Course,"1031 Stafford St, Scotland, South Dakota 57059, Bon Homme County",Semi-Private,1964,,,0%
May Acres Golf Club,"201 S Railway St, Selby, South Dakota 57472, Walworth County",Public,1968,,,0%
Valley View Country Club,"Rural Route 3, Sisseton, South Dakota 57262, Roberts County",Semi-Private,1930,3,1 out of 1 reviews,100.00%
Elkhorn Ridge Golf Club,"6845 Saint Onge Rd, Spearfish SD 57783",Public,2009,4.9,9 out of 10 reviews,98.50%
Spearfish Canyon Country Club,"120 Spearfish Canyon Dr, Spearfish, South Dakota 57783, Lawrence County",Semi-Private,1920,5,2 out of 2 reviews,100.00%
Springfield Golf Club,"14550 Boat Basin Rd, Springfield, South Dakota 57062, Bon Homme County",Semi-Private,1985,,,0%
Boulder Canyon Country Club,"12312 US Highway 14a, Sturgis SD 57785",Public,1959,3.8,28 out of 34 reviews,69.70%
Little Moreau Country Club,"6 Miles Out of Town, Timber Lake, South Dakota 57656",Public,1929,,,0%
Bon Homme Country Club,"41373 SD Highway 50, Tyndall, South Dakota 57066, Bon Homme County",Semi-Private,1928,,,0%
The Bluffs Golf Course,"2021 E. Main St. , Vermillion, South Dakota 57069, Clay County",Public,1996,4.4,14 out of 14 reviews,100.00%
Meadow Creek Golf Course,"825 E 6th St, Volga, South Dakota 57071, Brookings County",Public,1997,4.8,2 out of 2 reviews,100.00%
Wall Community Golf Course,"1801 Golf Course Rd, Wall, South Dakota 57790, Pennington County",Public,2002,,,0%
Cattail Crossing Golf Course - Blue,"351 S Lake Dr, Watertown, South Dakota 57201, Codington County",Public/Municipal,1925,,,0%
Cattail Crossing Golf Course - Red,"351 S Lake Dr, Watertown, South Dakota 57201, Codington County",Public/Municipal,1925,,,0%
Cattail Crossing Golf Course - Yellow,"351 S Lake Dr, Watertown, South Dakota 57201, Codington County",Public/Municipal,2000,,,0%
Prairie Winds Golf Course,"555 S Lake Dr, Watertown, South Dakota 57201, Codington County",Semi-Private,1925,3,3 out of 4 reviews,75.00%
Webster Golf Course,"1030 W 3rd St, Webster, South Dakota 57274, Day County",Public/Municipal,1946,,,0%
Lakes Golf Course,"19 Golf Dr , Wentworth, SD 57075",Public/Resort,1999,,,0%
Springs Country Club,"704 2nd Street NE, Wessington Springs, South Dakota 57382, Jerauld County",Private,1968,,,0%
Six Mile Creek Golf Course,"20251 478th Ave , White, SD 57276, Brookings County",Public,1999,4,1 out of 1 reviews,100.00%
Winner Country Club,"1220 Country Club Rd, Winner, South Dakota 57580, Tripp County",Public,1943,,,0%
Pony Hills Country Club,"39374 230th St, Woonsocket, South Dakota 57385",Private,1955,,,0%
Fox Run Golf Course,"600 W 27th St, Yankton, South Dakota 57078, Yankton County",Public/Municipal,1993,,,0%
Hillcrest Golf & Country Club,"2206 Mulberry St, Yankton, South Dakota 57078, Yankton County",Semi-Private,1954,5,4 out of 4 reviews,100.00%
Shiloh Golf Course,"2915 Caney Ranch Rd, Adamsville, Tennessee 38310, Hardin County",Semi-Private,1969,,,0%
Crockett Golf & Country Club,"Egghill Rd, Alamo, Tennessee 38001, Crockett County",Private,1972,4,1 out of 1 reviews,100.00%
Green Meadow Country Club,"1700 Louisville Rd, Alcoa, Tennessee 37701, Blount County",Private,1925,5,1 out of 1 reviews,100.00%
Arnold Golf Course,"Bldg 2815, Arnold AFB, Tennessee 37389, Coffee County",Military,1940,4,1 out of 1 reviews,100.00%
Sycamore Golf Club,"1 Fairway Ln, Ashland City, Tennessee 37015, Cheatham County",Public,1968,2.4,27 out of 49 reviews,36.10%
Ridgewood Golf Club,"387 County Rd, Athens, Tennessee 37303, Mc Minn County",Public,1960,2.8,2 out of 4 reviews,50.00%
Rock Springs Golf Course,"1118 Congress Pkwy N, Athens TN 37303",Public,1997,3.7,1 out of 2 reviews,71.40%
White Oaks Golf Course,"705 County Rd 105, Athens, Tennessee 37303, Mc Minn County",Public,1992,3.7,5 out of 7 reviews,71.40%
Baneberry Golf & Resort,"704 Harrison Ferry Rd, Baneberry, Tennessee 37890, Jefferson County",Semi-Private/Resort,1972,2.7,42 out of 59 reviews,44.00%
Quail Ridge Golf Course,"4055 Altruria Rd, Bartlett, Tennessee 38135, Shelby County",Semi-Private,1994,4,157 out of 181 reviews,88.10%
Clinchview Golf Club,"970 Highway 11W, Bean Station, TN 37708",Public,1969,4.4,68 out of 73 reviews,98.90%
Lake/Woods at Tri Cities Golf Course,"2354 Feathers Chapel Rd, Blountville, Tennessee 37617, Sullivan County",Public,1983,3.9,26 out of 29 reviews,89.70%
Pines/Lake at Tri Cities Golf Course,"2354 Feathers Chapel Rd, Blountville, Tennessee 37617, Sullivan County",Public,1970,3.9,26 out of 29 reviews,89.70%
Woods/Pines at Tri Cities Golf Course,"2354 Feathers Chapel Rd, Blountville, Tennessee 37617, Sullivan County",Public,1970,3.9,26 out of 29 reviews,89.70%
Hardeman County Golf & Country Club,"215 Country Club Ln, Bolivar, Tennessee 38008, Hardeman County",Private,1966,,,0%
Brentwood Country Club,"5123 Country Club Dr, Brentwood, Tennessee 37027, Williamson County",Private,1987,5,2 out of 2 reviews,100.00%
Nashville Golf & Athletic Club,"1703 Crockett Springs Trl, Brentwood, Tennessee 37027, Williamson County",Private,1971,3.7,4 out of 4 reviews,100.00%
The Governors Club,"9681 Concord Road, Brentwood, TN 37027, Williamson County",Private,2000,,,0%
Bristol Golf Club at the Cedars,"115 Cedar Creek Rd, Bristol, Tennessee 37620, Sullivan County",Public,1998,5,1 out of 1 reviews,100.00%
Steel Creek Golf Course,"20 Little Ln, Bristol, Tennessee 37620, Sullivan County",Public/Municipal,1965,,,0%
The Golf Club of Bristol,"6045 Old Jonesboro Rd, Bristol, Tennessee 37620, Sullivan County",Private,1958,4.3,30 out of 31 reviews,94.10%
Paris Landing State Park Golf Course,"16055 Hwy 79 N., Buchanan, Tennessee 38222, Henry County",Public,1971,4.1,7 out of 9 reviews,85.70%
Montgomery Bell State Park Golf Course,"1020 Jackson Hill Rd, Burns, Tennessee 37029, Dickson County",Public/Resort,1973,4.6,41 out of 42 reviews,98.40%
Magic Valley Golf Course,"2252 Eva Rd, Camden, Tennessee 38320, Benton County",Semi-Private,0,4,1 out of 1 reviews,100.00%
Centerville Municipal Golf Course,"2351 Skyview Dr, Centerville, Tennessee 37033, Hickman County",Municipal,1940,4,2 out of 2 reviews,100.00%
Henry Horton State Park Golf Course,"4209 Nashville Hwy, Chapel Hill, Tennessee 37034, Marshall County",Public/Resort,1962,4.6,11 out of 11 reviews,100.00%
Graysburg Hills Golf Course - Chimney Top,"910 Graysbung Hills Rd, Chuckey, Tennessee 37641, Greene County",Public,1994,5,31 out of 32 reviews,99.60%
Graysburg Hills Golf Course - Fodderstack,"910 Graysbung Hills Rd, Chuckey, Tennessee 37641, Greene County",Public,1978,5,31 out of 32 reviews,99.60%
Graysburg Hills Golf Course - Knobs,"910 Graysbung Hills Rd, Chuckey, Tennessee 37641, Greene County",Public,1978,5,31 out of 32 reviews,99.60%
Twin Creeks Golf Course,"90 Chuckey Hwy, Chuckey, Tennessee 37641, Greene County",Public,1965,3.8,2 out of 2 reviews,100.00%
Bays Mountain Golf Club,"450 Silver Lake Rd, Church Hill, Tennessee 37642, Hawkins County",Public,1975,4.2,9 out of 10 reviews,94.40%
Clarksville Country Club,"334 Fairway Dr, Clarksville, Tennessee 37043, Montgomery County",Private,1965,5,1 out of 1 reviews,100.00%
Eastland Green Golf Course,"550 Clubhouse Ln, Clarksville, Tennessee 37043, Montgomery County",Semi-Private,1991,4,53 out of 61 reviews,97.80%
Mason Rudolph Golf Course,"1514 Golf Club Ln, Clarksville, Tennessee 37043, Montgomery County",Public,0,,,0%
Nine Hole at Eastland Green South,"550 Clubhouse Ln, Clarksville, Tennessee 37043, Montgomery County",Semi-Private,1994,4,53 out of 61 reviews,97.80%
Swan Lake Municipal Golf Course,"581 Dunbar Cave Rd, Clarksville, Tennessee 37043, Montgomery County",Public,1963,1.7,3 reviews,0%
The River Club Golf & Learning Center,"1150 Warfield Blvd, Clarksville, Tennessee 37043, Montgomery County",Semi-Private,2013,3,1 reviews,0%
Chatata Valley Golf Club,"4179 Benton Pike NE, Cleveland, Tennessee 37323, Bradley County",Semi-Private,1993,3,1 out of 1 reviews,100.00%
Cleveland Country Club,"345 Kyle Ln NW, Cleveland, Tennessee 37311, Bradley County",Private,1968,,,0%
Waterville Golf Course,"3855 Dalton Pike SE, Cleveland, Tennessee 37323, Bradley County",Municipal,1954,2.5,1 out of 2 reviews,50.00%
Bear Trace at Ross Creek Landing,"110 Airport Rd, Clifton, Tennessee 38425",Resort/Public,2001,,,0%
The Grove,"6200 Wildings Blvd, College Grove, Tennessee 37046, Williamson County",Private,2012,,,0%
Troubadour Golf and Field Club,"8000 Club View Dr, College Grove, Tennessee 37046, Williamson County",Resort/Private,2016,,,0%
Memphis National Golf Club - Champions Course,"10135 National Club Drive, Collierville, Tennessee 38017, Shelby County",Private,1971,,,0%
Memphis National Golf Club - Legends Course,"10135 National Club Drive, Collierville, Tennessee 38017, Shelby County",Private,1971,,,0%
Spring Creek Ranch,"149 Chinquapin Dr, Collierville, Tennessee 38017, Shelby County",Private,1999,,,0%
Graymere Country Club,"2100 Country Club Ln, Columbia, Tennessee 38401, Maury County",Private,1927,5,1 out of 1 reviews,100.00%
Stoneybrook Golf Club,"119 Stoneybrook Rd, Columbia, Tennessee 38401, Maury County",Public,1961,3.8,58 out of 78 reviews,88.90%
Belle Acres Golf Course,"901 E Broad St, Cookeville, Tennessee 38501, Putnam County",Public,1930,,,0%
Ironwood Golf Course,"3801 Ironwood Rd, Cookeville, Tennessee 38501, Putnam County",Public,1970,3.6,6 out of 8 reviews,75.00%
Southern Hills Golf & Country Club,"4749 Ben Jared Rd, Cookeville, Tennessee 38506, Putnam County",Public,1988,2.4,2 out of 5 reviews,40.00%
Tennessee Tech Golden Eagle Golf Club,"1500 Country Club Rd, Cookeville, Tennessee 38501, Putnam County",Public,1947,3.9,56 out of 65 reviews,81.40%
White Plains Golf Course,"4000 Plantation Dr, Cookeville, Tennessee 38506, Putnam County",Semi-Private,1988,4.1,75 out of 82 reviews,92.60%
Copper Basin Golf Club,"5765 Highway 64, Copperhill, Tennessee 37317, Polk County",Semi-Private,1921,2,1 out of 1 reviews,100.00%
North at Colonial Country Club,"2736 Countrywood Pkwy, Cordova, Tennessee 38018, Shelby County",Private,1969,,,0%
South at Colonial Country Club,"2736 Countrywood Pkwy, Cordova, Tennessee 38018, Shelby County",Private,1969,,,0%
Hazelburn Golf Course,"2470 Lynnville Hwy, Cornersville, Tennessee 37047, Marshall County",Public,1997,2.7,2 out of 3 reviews,66.70%
Fox Chase Golf Course at Carroll Farms,"2510 Highway 57, Counce, Tennessee 38326, Hardin County",Public,1997,4.5,5 out of 5 reviews,100.00%
Covington Country Club,"1880 S Main, Covington, Tennessee 38019, Tipton County",Private,1930,,,0%
4 Seasons Golf,"379 Woodgate Dr, Crossville, TN 38571",Public,0,1,1 reviews,0%
Bear Trace at Cumberland Mountain State Park,"407 Wild Plum Ln, Crossville, Tennessee 38555, Cumberland County",Public,1998,3.6,23 out of 27 reviews,79.60%
Deer Creek Golf Club,"445 Deer Creek Dr, Crossville, Tennessee 38558, Cumberland County",Public,1990,1,1 reviews,0%
Lake Tansi Resort,"2476 Dunbar Rd, Crossville, Tennessee 38555, Cumberland County",Resort,1973,4.2,218 out of 231 reviews,90.90%
River Run Golf Club,"1701 Tennessee Ave, Crossville, Tennessee 38555, Cumberland County",Public,1978,4.9,3 out of 3 reviews,100.00%
Blue/Red at Dandridge Golf & Country Club,"1247 Stonewall Jackson Dr, Dandridge, Tennessee 37725, Jefferson County",Public,1991,4.4,237 out of 242 reviews,97.80%
Red/White at Dandridge Golf & Country Club,"1247 Stonewall Jackson Dr, Dandridge, Tennessee 37725, Jefferson County",Public,1980,4.4,237 out of 242 reviews,97.80%
White/Blue at Dandridge Golf & Country Club,"1247 Stonewall Jackson Dr, Dandridge, Tennessee 37725, Jefferson County",Public,1980,4.4,237 out of 242 reviews,97.80%
Lakehaven Golf & Country Club,"Lamontville Rd, Decatur, Tennessee 37322, Meigs County",Public,1952,,,0%
Tennessee River Golf Club,"35 Golfview Ln., Decaturville, Tennessee 38329",Public,1994,5,1 out of 1 reviews,100.00%
GreyStone Golf Club,"2555 Hwy 70 E, Dickson, Tennessee 37055, Dickson County",Public,1998,4.7,368 out of 376 reviews,97.60%
Pine Hills Golf Club,"800 Hwy 70 W, Dickson, Tennessee 37055, Dickson County",Semi-Private,1954,3.9,57 out of 67 reviews,85.10%
Forest Hill Golf Course,"200 Kubo Rd, Drummonds, Tennessee 38023, Tipton County",Public,1994,4.3,96 out of 106 reviews,91.50%
Hidden Falls at Mt. Airy,"138 Madison Dr, Dunlap, Tennessee 37327,",Semi-Private,1995,,,0%
Pinecrest Golf Course,"1 Trenton Hwy, Dyer, TN 38330-4230, United States",Semi-Private,1964,,,0%
Dyersburg Municipal Golf Course,"920 Golf Course Rd, Dyersburg, Tennessee 38024, Dyer County",Public,1962,,,0%
The Farms Golf Club,"2100 Clubhouse Dr, Dyersburg, Tennessee 38024, Dyer County",Public,1996,4.1,12 out of 13 reviews,92.30%
Elizabethton Municipal Golf Course,"185 Buck Van Huss Dr, Elizabethton, Tennessee 37643, Carter County",Public/Municipal,1973,4.4,5 out of 5 reviews,100.00%
Elks Lodge Par-3 Golf Course,"401 Elks Club Rd, Erwin, Tennessee 37650",Private/Resort,1960,,,0%
Dayton Golf & Country Club,"315 Payne Ln, Evensville, Tennessee 37332, Rhea County",Semi-Private,1976,3.8,33 out of 36 reviews,91.70%
Dorchester Golf Club,"Westchester Rd, Fairfield Glade, Tennessee 38558, Cumberland County",Private,1979,4.1,6 out of 6 reviews,100.00%
Druid Hills Golf Club,"615 Lakeview Rd, Fairfield Glade, Tennessee 38558, Cumberland County",Private,1970,4,3 out of 4 reviews,94.40%
Heatherhurst Golf Club - The Brae Course,"Stonehenge Dr, Fairfield Glade, Tennessee 38557, Cumberland County",Resort,2000,3.2,8 out of 11 reviews,64.70%
Heatherhurst Golf Club - The Crag Course,"Stonehenge Dr, Fairfield Glade, Tennessee 38557, Cumberland County",Resort,2000,3.2,8 out of 11 reviews,64.70%
Stonehenge Golf Club,"222 Fairfield Blvd, Fairfield Glade, Tennessee 38558, Cumberland County",Public,1984,3.8,6 out of 8 reviews,75.00%
Fox Den Country Club,"12284 N Fox Den Dr, Farragut, Tennessee 37922, Knox County",Private,1969,4.5,2 out of 2 reviews,100.00%
Fayetteville Golf & Country Club,"2216 Lewisburg Hwy, Fayetteville, Tennessee 37334, Lincoln County",Private,1924,4,21 out of 25 reviews,95.20%
Cole Park Golf Course,"1610 101st Airborne Division Rd, Fort Campbell, Tennessee 37042, Montgomery County",Military,1947,4.8,4 out of 4 reviews,100.00%
Cumberland Bend Golf Course,"255 Blue Devils Ln, Gainesboro, Tennessee 38562, Jackson County",Public,1970,,,0%
Gallatin Country Club,"1501 E Main St, Gallatin, Tennessee 37066, Sumner County",Private,1948,,,0%
Long Hollow Golf Course,"1080 Long Hollow Pike, Gallatin, Tennessee 37066, Sumner County",Public/Municipal,1982,5,3 out of 3 reviews,100.00%
Tennessee Grasslands Golf and Country Club - Fairvue Lakes Course,"981 Plantation Blvd, Gallatin, Tennessee 37066, Sumner County",Semi-Private,2004,,,0%
Tennessee Grasslands Golf and Country Club - Foxland Links Course,"1445 Foxland Blvd., Gallatin, Tennessee 37066, Sumner County",Private,2007,5,1 out of 1 reviews,100.00%
Bent Creek Golf Course,"3919 E Parkway, Gatlinburg, Tennessee 37738, Sevier County",Resort,1972,3.5,207 out of 305 reviews,69.00%
Germantown Country Club,"1780 Kimbrough Rd, Germantown, Tennessee 38138, Shelby County",Private,1970,4,1 out of 1 reviews,100.00%
Twelve Stones Golf Club,"1201 Twelve Stones Crossing, Goodlettsville, Tennessee 37072",Semi-Private,1999,3.5,243 out of 341 reviews,74.50%
Oak Hills Golf Course,"1928 Hygeia Rd, Greenbrier, TN 37073",Semi-Private,1968,3.4,146 out of 205 reviews,74.30%
Pebble Brook Golf Course,"2050 Pebble Brook Way, Greenbrier, TN 37073",Public,2001,3.6,169 out of 211 reviews,82.30%
Andrew Johnson Golf Club,"615 Lick Hollow Rd, Greeneville, Tennessee 37743, Greene County",Public,1989,3.5,8 out of 10 reviews,80.00%
Baileyton Golf Club,"7925 Horton Hwy, Greeneville, Tennessee 37745, Greene County",Public,1993,3,3 out of 4 reviews,75.00%
Link Hills Country Club,"1325 E Allens Bridge Rd, Greeneville, Tennessee 37743, Greene County",Private,1955,,,0%
Nolichucky View Golf Club,"5605 Asheville Hwy, Greeneville, Tennessee 37743, Greene County",Public,1965,4,1 out of 1 reviews,100.00%
Emory Golf & Country Club,"201 Westberry Heights Dr, Harriman, Tennessee 37748, Roane County",Public/Municipal,1924,3.6,3 out of 3 reviews,100.00%
Bear Trace at Harrison Bay State Park,"8919 Harrison Bay Rd, Harrison, Tennessee 37341, Hamilton County",Public,1999,4.5,33 out of 33 reviews,100.00%
Chickasaw Golf Course,"9555 State Route 100, Henderson, Tennessee 38340, Chester County",Public,2000,3.9,17 out of 23 reviews,73.90%
Bluegrass Yacht & Country Club,"550 Johnny Cash Pkwy, Hendersonville, Tennessee 37075, Sumner County",Private,1953,3,1 out of 2 reviews,50.00%
Country Hills Golf Club,"1501 Sandersville Rd, Hendersonville, Tennessee 37075, Sumner County",Public,1990,3.9,98 out of 111 reviews,87.10%
Creeks Bend Golf Club,"5900 Hixson Pike, Hixson, Tennessee 37343, Hamilton County",Private,1968,4,1 out of 1 reviews,100.00%
Valleybrook Golf & Country Club,"180 Valleybrook Rd, Hixson, Tennessee 37343, Hamilton County",Private,1957,4,1 out of 1 reviews,100.00%
Hohenwald Municipal Golf Course,"840 Columbia Hwy, Hohenwald, Tennessee 38462, Lewis County",Municipal,1979,4,5 out of 5 reviews,100.00%
Humboldt Golf & Country Club,"4700 E Main St, Humboldt, Tennessee 38343, Gibson County",Private,1926,5,1 out of 1 reviews,100.00%
Bent Tree Golf Club,"2993 Paul Coffman Dr, Jackson, Tennessee 38301, Madison County",Municipal,1997,3,5 out of 7 reviews,71.40%
Jackson Country Club,"31 Jackson Country Club Ln, Jackson, Tennessee 38305, Madison County",Private,1929,,,0%
Jackson National Golf Club,"307 Henderson Rd, Jackson, Tennessee 38305, Madison County",Semi-Private,1970,4.2,2 out of 2 reviews,100.00%
Sculley Golf Club,"2162 Westover Rd, Jackson, Tennessee 38301, Madison County",Public,1949,3,1 out of 1 reviews,100.00%
Patriot Hills Golf Club,"735 Constitution Dr, Jefferson City, Tennessee 37760",Semi-Private,1997,4.4,260 out of 271 reviews,93.80%
Nashville National Golf Links,"1725 New Hope Rd, Joelton, Tennessee 37080, Cheatham County",Public,1998,3.5,41 out of 42 reviews,70.60%
Johnson City Country Club,"1901 E Unaka Ave, Johnson City, Tennessee 37601, Washington County",Private,1913,,,0%
Pine Oaks Golf Club,"1709 Buffalo Rd, Johnson City, Tennessee 37604, Washington County",Public/Municipal,1963,4,1 out of 1 reviews,100.00%
Blackthorn Club at The Ridges,"1501 Ridges Club Dr, Jonesborough, Tennessee 37659, Washington County",Private,1997,,,0%
The Crossings Golf Club,"2585 Highway 81 N, Jonesborough, Tennessee 37659, Washington County",Public,1994,4,4 out of 5 reviews,80.00%
Cattails at Meadowview Golf Course,"1901 Meadowview Pkwy, Kingsport, Tennessee 37660, Sullivan County",Public/Resort,1998,2,2 out of 3 reviews,28.60%
Crockett Ridge Golf Course,"4439 L Jack Drive, Kingsport, Tennessee 37664, Sullivan County",Public,1999,3.5,2 out of 2 reviews,100.00%
Ridgefields Country Club,"2320 Pendragon Rd, Kingsport, Tennessee 37660, Sullivan County",Private,1949,,,0%
Warrior's Path State Park Golf Course,"1687 Fall Creek Rd, Kingsport, Tennessee 37664, Sullivan County",Public/Municipal,1972,2.6,6 out of 8 reviews,41.20%
Lakeside Golf Course,"736 Paint Rock Ferry Rd, Kingston, Tennessee 37763, Roane County",Public,1967,3.1,16 out of 21 reviews,92.90%
Southwest Point Golf Course LLC,"2000 Decatur Hwy, Kingston, Tennessee 37763, Roane County",Public,1964,,,0%
The Golf Club of Tennessee,"1000 Golf Club Dr, Kingston Springs, Tennessee 37082, Cheatham County",Private,1991,,,0%
River Islands Golf Club,"9610 Kodak Rd, Kodak, Tennessee 37764, Knox County",Public,1991,4.1,473 out of 516 reviews,85.90%
Macon County Golf Course,"67 Putter Ln, Lafayette, Tennessee 37083, Macon County",Semi-Private,1965,,,0%
LaFollette Country Club,"Country Club Rd, LaFollette, Tennessee 37766, Campbell County",Semi-Private,1943,4.1,9 out of 9 reviews,100.00%
The Greens at Deerfield,"161 The Clubhouse Dr, LaFollette, Tennessee 37766, Campbell County",Resort,1995,3.7,16 out of 21 reviews,75.20%
Stonebridge Golf Course,"3049 Davies Plantation Rd S, Lakeland, Tennessee 38002, Shelby County",Public,1972,4.2,214 out of 235 reviews,92.10%
Lawrenceburg Golf & Country Club,"1901 W Gaines St, Lawrenceburg, Tennessee 38464, Lawrence County",Private,1956,4,1 out of 1 reviews,100.00%
Five Oaks Golf and Country Club,"621 Five Oaks Blvd, Lebanon TN 37087-1358",Private,2001,,,0%
Hunters Point Golf Club,"1500 Hunters Point Pike, Lebanon, Tennessee 37087, Wilson County",Public,1968,2.8,8 out of 13 reviews,61.50%
Lebanon Golf & Country Club,"1300 Coles Ferry Pike, Lebanon, Tennessee 37087, Wilson County",Private,1951,,,0%
Avalon Country Club,"700 Turnberry Circle, Lenoir City, Tennessee 37772, Lenoir City",Public,1997,3.6,203 out of 277 reviews,74.70%
Executive Meadows Golf Course,"500 Executive Meadows Dr, Lenoir City, Tennessee 37771, Loudon County",Public,1998,1,1 reviews,0%
WindRiver Golf Course,"1800 Oakum Court, Lenoir City, Tennessee 37772, Loudon County",Public,2007,4.6,105 out of 109 reviews,99.60%
Lewisburg Recreation Center,"1551 Mooresville Hwy, Lewisburg, Tennessee 37091, Marshall County",Public/Municipal,1950,2.8,7 out of 8 reviews,70.60%
Saddle Creek Golf Club,"1480 Fayetteville Hwy, Lewisburg, Tennessee 37091, Marshall County",Public,1995,3.8,149 out of 164 reviews,80.60%
Pine Tree Country Club,"Hwy 412, Lexington, Tennessee 38351, Henderson County",Private,1959,,,0%
Hidden Valley Golf & Country Club,"201 Valley Dr, Livingston, Tennessee 38570, Overton County",Semi-Private,1966,,,0%
Buffalo River Country Club,"Hwy 13, Lobelville, Tennessee 37097, Perry County",Semi-Private,1959,,,0%
Tanasi Golf Club,"450 Clubhouse Pt, Loudon, Tennessee 37774, Loudon County",Private,1996,5,1 out of 1 reviews,100.00%
Tennessee National Golf Club,"8301 Tennessee National Dr, Loudon, Tennessee 37774, Loudon County",Private/Community,2006,5,3 out of 3 reviews,100.00%
Toqua Golf Club,"200 Toqua Club Way, Loudon, Tennessee 37774, Loudon County",Private,1987,4.7,2 out of 2 reviews,100.00%
Madisonville Golf Course,"180 Golf Course Rd, Madisonville, Tennessee 37354, Monroe County",Public,1958,,,0%
Old Stone Fort Golf Course,"1017 Country Club Dr, Manchester, Tennessee 37355, Coffee County",Public,1964,,,0%
Willowbrook Golf Club,"6751 McMinnville Hwy, Manchester, Tennessee 37355, Coffee County",Public,1995,4,1 out of 2 reviews,50.00%
Orange/Red at Lambert Acres Golf Club,"3402 Tuckaleechee Pike, Maryville, Tennessee 37803, Blount County",Public,1965,4,114 out of 124 reviews,90.40%
Red/White at Lambert Acres Golf Club,"3402 Tuckaleechee Pike, Maryville, Tennessee 37803, Blount County",Public,1965,4,114 out of 124 reviews,90.40%
Royal Oaks Golf Course & Event Center,"4411 Legends Way, Maryville, Tennessee 37801, Blount County",Public,1993,3,150 out of 201 reviews,24.50%
White/Orange at Lambert Acres Golf Club,"3402 Tuckaleechee Pike, Maryville, Tennessee 37803, Blount County",Public,1965,4,114 out of 124 reviews,90.40%
Carroll Lake Golf Club,"1305 Carroll Lake Rd, Mc Kenzie, Tennessee 38201, Carroll County",Public,1960,,,0%
Willow Ridge Golf Course,"2065 Erin Rd, McEwen, Tennessee 37101, Humphreys County",Public,2000,,,0%
McMinnville Country Club,"616 Country Club Dr, McMinnville, Tennessee 37110, Warren County",Private,1962,,,0%
The Reserve At Collins River,"4420 Harrison Ferry Rd, McMinnville, Tennessee 37110, Warren County",Public,2006,,,0%
Milan Golf & Country Club,"3079 Ledbetter Gate Rd, Milan, Tennessee 38358, Gibson County",Private,1957,4,1 reviews,0%
Glen Eagle Golf Course,"6168 Attu St, Millington, Tennessee 38053, Shelby County",Military,1957,4.4,56 out of 59 reviews,95.50%
Mirimichi Golf Course,"6195 Woodstock Cuba Rd, Millington, Tennessee 38053, Shelby County",Public,1976,4.3,86 out of 95 reviews,86.30%
Orgill Golf Course,"9080 Bethuel Rd, Millington, Tennessee 38053, Shelby County",Public/Municipal,1972,4,205 out of 230 reviews,89.00%
Cumberland Cove Golf Course,"16941 Highway 70 N, Monterey, Tennessee 38574, Putnam County",Public,1967,,,0%
Millstone Golf Club,"450 Alpha Valley Home Rd, Morristown, Tennessee 37813, Hamblen County",Public,1995,4,124 out of 137 reviews,90.10%
Morristown Golf & Country Club,"1180 Valley Home Rd, Morristown, Tennessee 37813, Hamblen County",Public,1933,3.7,7 out of 8 reviews,85.30%
The Country Club,"1635 Doyal Dr, Morristown, Tennessee 37814, Hamblen County",Private,1955,,,0%
Pine Creek Golf Course,"1835 Logue Rd, Mount Juliet, Tennessee 37122, Wilson County",Public,1995,3.5,91 out of 111 reviews,80.10%
Windtree Golf Course,"810 Nonaville Rd, Mount Juliet, Tennessee 37122, Wilson County",Public,1991,4,77 out of 86 reviews,89.50%
Mt Pleasant Country Club,"7996 Enterprise Rd, Mount Pleasant, Tennessee 38474, Maury County",Semi-Private,1965,4,2 out of 2 reviews,100.00%
RedTail Mountain Golf Club,"300 Clubhouse Rd, Mountain City, TN 37683",Semi-Private,1982,3.4,30 out of 32 reviews,63.30%
Cedar Crest Golf Club,"7972 Mona Rd, Murfreesboro, Tennessee 37129, Rutherford County",Public,1999,4.2,148 out of 174 reviews,91.00%
Indian Hills Golf Course,"405 Calumet Trace, Murfreesboro, Tennessee 37127, Rutherford County",Public,1986,4.1,258 out of 305 reviews,91.10%
Old Fort Golf Club,"1028 Golf Ln, Murfreesboro, Tennessee 37129, Rutherford County",Public,1985,3.5,7 out of 7 reviews,100.00%
Stones River Country Club,"1830 NW Broad St, Murfreesboro, Tennessee 37129, Rutherford County",Private,1949,,,0%
