Address,City,State,Zip
839 Cherry Springs Rd,Coudersport,Pennsylvania,16915
5601 Freshcorn Road,Cranberry Township,Pennsylvania,16066
57 Country Club Road,Cresson,Pennsylvania,16630
122 WM Cemetery Road,Curwensville,Pennsylvania,16833
3 Newberry Estate,Dallas,Pennsylvania,18612
397 Country Club Rd,Dallas,Pennsylvania,18612
80 Golf Course Rd,Dallas,Pennsylvania,18612
469 Orange Rd,Dallas,Pennsylvania,18612
3777 Dogwood Rd,Danielsville,Pennsylvania,18038
2201 Bloom Rd,Danville,Pennsylvania,17821
470 McCaughtry Run Rd,Darlington,Pennsylvania,16115
432 Linden Hall Rd,Dawson,Pennsylvania,15428
1009 State Route 839,Dayton,Pennsylvania,16222
288 Mountain Rd,Delaware Water Gap,Pennsylvania,18327
351 Cloverleaf Dr,Delmont,Pennsylvania,15626
351 Cloverleaf Dr,Delmont,Pennsylvania,15626
351 Cloverleaf Dr,Delmont,Pennsylvania,15626
1309 Crestview Dr,Denver,Pennsylvania,17517
303 Golf Club Ave,Dillsburg,Pennsylvania,17019
510 Red Corner Rd,Douglassville,Pennsylvania,19518
1539 Weavertown Rd,Douglassville,Pennsylvania,19518
1539 Weavertown Rd,Douglassville,Pennsylvania,19518
125 Bolero Dr,Downingtown,Pennsylvania,19335
93 Country Club Dr,Downingtown,Pennsylvania,19335
20 Country Club Ln,Doylestown,Pennsylvania,18901
1400 Twining Rd,Dresher,Pennsylvania,19025
22 Edgewood Lane,Drums,Pennsylvania,19025
10 Clubhouse Drive,Drums,Pennsylvania,18222
10 Lakeside Ave,Du Bois,Pennsylvania,15801
13 Treasure Lake,Du Bois,Pennsylvania,15801
929 Kennis Rd,Du Bois,Pennsylvania,15801
13 Treasure Lake,Du Bois,Pennsylvania,15801
1 Country Club Rd,Eagles Mere,Pennsylvania,17731
1 Great Bear Way,East Stroudsburg,Pennsylvania,18302
5006 Poole Rd,East Stroudsburg,Pennsylvania,18301
100 Clubhouse Dr,Easton,Pennsylvania,18042
5049 William Penn Hwy,Easton,Pennsylvania,18045
1 Riverview Pl,Easton,Pennsylvania,18040
5630 Sullivan Trl,Easton,Pennsylvania,18040
408 Manor Drive,Ebensburg,Pennsylvania,15931
260 Clubhouse Ln,Ebensburg,Pennsylvania,15931
301 West Plum Street,Edinboro,Pennsylvania,16412
2426 RR 136,Eighty Four,Pennsylvania,15330
800 Rock Run Rd,Elizabeth,Pennsylvania,15037
800 Rock Run Rd,Elizabeth,Pennsylvania,15037
97 Golf Course Dr,Elizabeth,Pennsylvania,15037
357 Pineview Dr,Elizabeth,Pennsylvania,15037
4545 E Harrisburg Pike,Elizabethtown,Pennsylvania,17022
1512 Mercer Rd,Ellwood City,Pennsylvania,16117
1495 Mercer Rd,Ellwood City,Pennsylvania,16117
4500 Conestoga Rd,Elverson,Pennsylvania,19520
375 Bulltown Rd,Elverson,Pennsylvania,19520
375 Bulltown Rd,Elverson,Pennsylvania,19520
954 PA-487,Elysburg,Pennsylvania,17824
229 Country Club Lane,Emporium,Pennsylvania,15834
1227 Valley Green Rd,Etters,Pennsylvania,17319
134 Riversbend Dr,Everett,Pennsylvania,15537
750 Slocum Ave,Exeter,Pennsylvania,18643
454 Tunkhannock Ave,Exeter,Pennsylvania,18643
2095 Denmark Manor Rd,Export,Pennsylvania,15632
7100 Mellon Rd,Export,Pennsylvania,15632
600 Whitford Hills Rd,Exton,Pennsylvania,19341
287 German Hill Rd,Factoryville,Pennsylvania,18419
4099 Bullfrog Rd,Fairfield,Pennsylvania,17320
141 S Oxford Valley Rd,Fairless Hills,Pennsylvania,19030
6401 Gorski Rd,Fairview,Pennsylvania,16415
543 Old State Road,Falls,Pennsylvania,18615
1618 Airport Rd,Falls Creek,Pennsylvania,15840
101 Skyline Drive,Farmington,Pennsylvania,15437
1001 Lafayette Drive,Farmington,Pennsylvania,15437
1001 Lafayette Drive,Farmington,Pennsylvania,15437
9515 Golf Course Rd,Fayetteville,Pennsylvania,17222
112 Coldspring Rd,Fayetteville,Pennsylvania,17222
3720 Club House Dr,Fayetteville,Pennsylvania,17222
3720 Club House Dr,Fayetteville,Pennsylvania,17222
Route 107,Fleetville,Pennsylvania,18419
10 Stonehedge Dr,Fleetwood,Pennsylvania,19522
684 Eagle Rd,Fleetwood,Pennsylvania,19522
1302 Pleasant Hill Rd,Fleetwood,Pennsylvania,19522
234 Rich Maiden Rd,Fleetwood,Pennsylvania,19522
150 McCloskey Rd,Flourtown,Pennsylvania,19031
6025 West Valley Green Rd,Flourtown,Pennsylvania,19031
950 Golf Course Rd,Ford City,Pennsylvania,16226
1124 State Route 2023,Forest City,Pennsylvania,18421
511 Dreshertown Rd,Fort Washington,Pennsylvania,19034
369 Harvey Rd,Foxburg,Pennsylvania,16036
136 Warren Rd,Franklin,Pennsylvania,16323
256 Osenider Rd,Franklin,Pennsylvania,16323
Rural Rd 5 Franklin Rd,Franklin,Pennsylvania,16323
514 Sunville Rd,Franklin,Pennsylvania,16323
628 Blue Mountain Rd,Fredericksburg,Pennsylvania,17026
2383 Mount Zion Road,Fredericksburg,Pennsylvania,17026
225 Furnace Run Rd,Freeport,Pennsylvania,16229
361 Ford City Rd,Freeport,Pennsylvania,16229
Route 356 S,Freeport,Pennsylvania,16229
628 Kinney Rd,Friendsville,Pennsylvania,18818
One Arnold Palmer Dr,Gibsonia,Pennsylvania,15044
One Arnold Palmer Dr,Gibsonia,Pennsylvania,15044
One Arnold Palmer Dr,Gibsonia,Pennsylvania,15044
6065 Rittman Rd,Gibsonia,Pennsylvania,15044
287 Monier Rd,Gibsonia,Pennsylvania,15044
1921 Ludwig Rd,Gilbertsville,Pennsylvania,19525
2901 Fagleysville Rd,Gilbertsville,Pennsylvania,19525
2944 Lutheran Rd,Gilbertsville,Pennsylvania,19525
1921 Ludwig Rd,Gilbertsville,Pennsylvania,19525
2944 Lutheran Rd,Gilbertsville,Pennsylvania,19525
700 Gilbertsville Rd,Gilbertsville,Pennsylvania,19525
2944 Lutheran Rd,Gilbertsville,Pennsylvania,19525
2551 Centerville Rd,Gillett,Pennsylvania,16925
7085 Van Camp Rd,Girard,Pennsylvania,16417
10601 Ridge Rd,Girard,Pennsylvania,16417
1601 Spring Mill Rd,Gladwyne,Pennsylvania,19035
1601 Spring Mill Rd,Gladwyne,Pennsylvania,19035
Chonochester Hwy Route 32,Glen Mills,Pennsylvania,19342
221 Glen Mills Rd,Glen Mills,Pennsylvania,19342
2287 Club House Rd,Glen Rock,Pennsylvania,17327
609 Golf Ln,Grantville,Pennsylvania,17028
5275 McLean Station Rd,Green Lane,Pennsylvania,18054
2000 Castlegreen Dr,Greencastle,Pennsylvania,17225
309 Pleasant Valley Road,Greensburg,Pennsylvania,15601
121 Blank School Rd,Greensburg,Pennsylvania,15601
247 Tollgate Hill,Greensburg,Pennsylvania,15601
2029 Totteridge Drive,Greensburg,Pennsylvania,15601
2249 Valley Green Rd,Greensburg,Pennsylvania,15601
125 Country Club Road,Greentown,Pennsylvania,18426
263 Leech Rd,Greenville,Pennsylvania,16125
365 Mercer Rd,Greenville,Pennsylvania,16125
73 Country Club Rd,Grove City,Pennsylvania,16127
109 George Junior Rd,Grove City,Pennsylvania,16127
29790 State Hwy 27,Guys Mill,Pennsylvania,16327
925 Westminster Ave,Hanover,Pennsylvania,17331
925 Westminster Ave,Hanover,Pennsylvania,17331
925 Westminster Ave,Hanover,Pennsylvania,17331
1695 S. Main Street,Hanover Township,Pennsylvania,18706
1351 Troupe Rd,Harborcreek,Pennsylvania,16421
454 Mount Zion Road,Harding,Pennsylvania,18643
900 Clubhouse Dr,Harleysville,Pennsylvania,19438
169 Hartman Rd,Harmony,Pennsylvania,16037
135 McNulty Ln,Harmony,Pennsylvania,16037
6054 US Hwy 322,Hartstown,Pennsylvania,16131
1137 Municipal Road,Hastings,Pennsylvania,16646
2924 E Orvilla Rd,Hatfield,Pennsylvania,19440
950 W Chester Pike,Havertown,Pennsylvania,19083
176 Cricket Hill Rd,Hawley,Pennsylvania,18428
115 FLC Road,Hawley,Pennsylvania,18428
1004 Hemlock Farms,Hawley,Pennsylvania,18428
732 Woodloch Dr,Hawley,Pennsylvania,18428
1031 Valley of Lks,Hazleton,Pennsylvania,18201
1031 Valley of Lks,Hazleton,Pennsylvania,18201
700 Linden Ave,Hellertown,Pennsylvania,18055
700 Linden Ave,Hellertown,Pennsylvania,18055
715 Hazen Rd,Hermitage,Pennsylvania,16146
4586 E State St,Hermitage,Pennsylvania,16148
2961 South Hermitage Road,Hermitage,Pennsylvania,16159
1000 E Derry Rd,Hershey,Pennsylvania,17033
450 East Chocolate Avenue,Hershey,Pennsylvania,17033
1000 E Derry Rd,Hershey,Pennsylvania,17033
4050 Henderson Rd,Hickory,Pennsylvania,15340
1 Craighead Dr,Hidden Valley,Pennsylvania,15502
18 Clubhouse Dr,Hollidaysburg,Pennsylvania,16648
143 Larch St,Hollidaysburg,Pennsylvania,16648
121 Golf Hill Rd,Honesdale,Pennsylvania,18431
1422 Cambridge Rd,Honey Brook,Pennsylvania,19344
2728 Route 168,Hookstown,Pennsylvania,15050
250 Babylon Rd,Horsham,Pennsylvania,19044
1 Country Club Rd,Hummels Wharf,Pennsylvania,17831
133 11th Ave,Hummels Wharf,Pennsylvania,17870
409 Pleasant View Dr,Hummelstown,Pennsylvania,17036
101 Stoudt Rd,Hummelstown,Pennsylvania,17036
219 Hunlock Harveyville Rd,Hunlock Creek,Pennsylvania,18621
10305 Raystown Rd,Huntingdon,Pennsylvania,16652
10506 Standing Stone Road,Huntingdon,Pennsylvania,16652
2295 Country Club Dr,Huntingdon Valley,Pennsylvania,19006
2295 Country Club Dr,Huntingdon Valley,Pennsylvania,19006
1700 Huntingdon Pike,Huntingdon Valley,Pennsylvania,19006
301 Tomlinson Rd,Huntingdon Valley,Pennsylvania,19006
301 Tomlinson Rd,Huntingdon Valley,Pennsylvania,19006
2295 Country Club Dr,Huntingdon Valley,Pennsylvania,19006
132 King Valley Ln,Imler,Pennsylvania,16655
1772 Peninsula Drive,Indian Lake,Pennsylvania,15926
700 South Shore Trl,Indian Lake,Pennsylvania,15926
824 Indian Springs Rd,Indiana,Pennsylvania,15701
495 Country Club Rd,Indiana,Pennsylvania,15701
510 Hamill Rd,Indiana,Pennsylvania,15701
311 Engle Rd,Industry,Pennsylvania,15052
1326 Ohio View Dr,Industry,Pennsylvania,15052
594 Simpson Rd,Irwin,Pennsylvania,15642
80 Jacksonville Road,Ivyland,Pennsylvania,18974
240 Tower Rd,Jamestown,Pennsylvania,16134
3277 E Lake Rd,Jamestown,Pennsylvania,16134
1949 Meetinghouse Road,Jamison,Pennsylvania,18929
440 Almshouse Rd,Jamison,Pennsylvania,18929
2600 York Road,Jamison,Pennsylvania,18929
1028 Blackthorne Dr,Jeannette,Pennsylvania,15644
2400 W Main St,Jeffersonville,Pennsylvania,19403
Jenkintown Rd & Forrest Ave,Jenkintown,Pennsylvania,19046
300 Meetinghouse Rd,Jenkintown,Pennsylvania,19046
2700 Highland Blvd,Jermyn,Pennsylvania,18433
361 Goucher St,Johnstown,Pennsylvania,15905
424 Country Club Rd,Johnstown,Pennsylvania,15905
352 Luray Ave,Johnstown,Pennsylvania,15904
1000 Sunnehanna Dr,Johnstown,Pennsylvania,15905
204 Pike Run Road,Jones Mills,Pennsylvania,15646
6654 Route 6,Kane,Pennsylvania,16735
100 E Locust Ln,Kennett Square,Pennsylvania,19348
200 Swedeland Rd,King of Prussia,Pennsylvania,19406
381 Little Rock Road,Kittanning,Pennsylvania,16201
218 Belltop Dr,Kittanning,Pennsylvania,16201
Rural Route 8,Kittanning,Pennsylvania,16201
148 Hi-Level Ln,Kossuth,Pennsylvania,16331
148 Hi-Level Ln,Kossuth,Pennsylvania,16331
5590 Carney Road,Kresgeville,Pennsylvania,18333
Route 534,Kresgeville,Pennsylvania,18333
14623 Kutztown Rd,Kutztown,Pennsylvania,19530
201 Ridge Pike,Lafayette Hill,Pennsylvania,19444
800 Ridge Pike,Lafayette Hill,Pennsylvania,19444
815 Thomas Rd,Lafayette Hill,Pennsylvania,19444
1099 Golf Club Rd.,Mount Cobb,Pennsylvania,18436
640 The Hideout,Lake Ariel,Pennsylvania,18436
49 Wolf Hollow Run Road,Lake Harmony,Pennsylvania,18624
49 Wolf Hollow Run Road,Lake Harmony,Pennsylvania,18624
408 Point Rd,Lake Winola,Pennsylvania,18411
13 Chisel Creek Dr,Landenberg,Pennsylvania,19350
949 Church St,Landisville,Pennsylvania,17538
420 N Bellevue Ave,Langhorne,Pennsylvania,19047
101 Country Club Dr,Lansdale,Pennsylvania,19446
168 Lentz Rd,Latrobe,Pennsylvania,15650
346 Arnold Palmer Dr,Latrobe,Pennsylvania,15650
115 Elks Club Rd,Latrobe,Pennsylvania,15650
3700 E Lake Rd,Lawrence Park,Pennsylvania,16510
Freeport Rd & Golf Rd,Lebanon,Pennsylvania,17046
201 Iron Valley Dr,Lebanon,Pennsylvania,17042
3375 W Oak St,Lebanon,Pennsylvania,17042
319 Pine Meadow Rd,Lebanon,Pennsylvania,17046
3350 West Oak St,Lebanon,Pennsylvania,17042
619 Prison Rd,Leesport,Pennsylvania,19533
366 Smoketown Rd,Lewisburg,Pennsylvania,17837
306 Country Club Road,Lewistown,Pennsylvania,17044
Buffalo Drive,South Park,Pennsylvania,15129
E Park Dr,Library,Pennsylvania,15129
175 Palmer Dr,Ligonier,Pennsylvania,15658
Country Club Rd,Ligonier,Pennsylvania,15658
1076 Gravel Hill Rd,Ligonier,Pennsylvania,15658
621 Hunt Stable Ln,Ligonier,Pennsylvania,15655
2539 U.S. 30,Ligonier,Pennsylvania,15658
765 N Lewis Rd,Limerick,Pennsylvania,19468
303 W Ridge Pike,Limerick,Pennsylvania,19468
303 W Ridge Pike,Limerick,Pennsylvania,19468
66 Church Rd,Linfield,Pennsylvania,19468
620 Bent Creek Dr,Lititz,Pennsylvania,17543
940 Littlestown Rd,Littlestown,Pennsylvania,17340
900 Teeter Rd,Littlestown,Pennsylvania,17340
105 Saint Elizabeth St,Loretto,Pennsylvania,15940
3411 Leechburg Rd,Lower Burrell,Pennsylvania,15068
901 Willow Ln,Macungie,Pennsylvania,18062
519 Yukon Rd,Madison,Pennsylvania,15663
100 Line Rd,Malvern,Pennsylvania,19355
430 Swedesford Rd,Malvern,Pennsylvania,19355
831 Providence Rd,Malvern,Pennsylvania,19355
1503 Lititz Rd,Manheim,Pennsylvania,17545
1503 Lititz Rd,Manheim,Pennsylvania,17545
1624 Creek Rd,Manheim,Pennsylvania,17545
18795 US Route 6,Mansfield,Pennsylvania,16933
540 Rte 228,Mars,Pennsylvania,16046
Route 209,Marshalls Creek,Pennsylvania,18335
Route 209,Marshalls Creek,Pennsylvania,18335
328 Riden Ln,McClure,Pennsylvania,17841
366 Riggs Dr,McConnellsburg,Pennsylvania,17233
80 Fort Cherry Rd,McDonald,Pennsylvania,15057
4051 Greenlee Rd,McKean,Pennsylvania,16426
1901 Greenock Buena Vista Rd,McKeesport,Pennsylvania,15135
425 Hidden Valley Rd,McMurray,Pennsylvania,15317
425 Hidden Valley Rd,McMurray,Pennsylvania,15317
425 Hidden Valley Rd,McMurray,Pennsylvania,15317
562 Park Avenue Ext,Meadville,Pennsylvania,16335
15955 State Hwy 86,Meadville,Pennsylvania,16335
15630 Middle Rd,Meadville,Pennsylvania,16335
800 Orr Bridge Rd,Mechanicsburg,Pennsylvania,17055
3804 Lisburn Rd,Mechanicsburg,Pennsylvania,17055
227 Rich Valley Rd,Mechanicsburg,Pennsylvania,17050
850 Paxton Hollow Rd,Media,Pennsylvania,19063
281 Golf Rd,Mercer,Pennsylvania,16137
496 Bestwick Rd,Mercer,Pennsylvania,16137
11573 Blairs Valley Rd,Mercersburg,Pennsylvania,17236
Route 104,Middleburg,Pennsylvania,17842
2601 Sunset Dr,Middletown,Pennsylvania,17057
122 Daniels Dr,Midland,Pennsylvania,15059
2000 Quicksilver Rd,Midway,Pennsylvania,15060
155 Cliff Park Rd,Milford,Pennsylvania,18337
417 Fairground Rd,Mill Hall,Pennsylvania,17751
41 Fairway View Drive,Mill Hall,Pennsylvania,17751
1724 Route 25,Millersburg,Pennsylvania,17061
1 Crossland Pass,Millersville,Pennsylvania,17551
"201 Harveys Lane, Route 405 North",Milton,Pennsylvania,17847
110 Country Club Drive,Mingoville,Pennsylvania,16856
1 Greenbriar Drive,Mohnton,Pennsylvania,19540
1188 Country Club Rd,Monongahela,Pennsylvania,15063
3892 Logan Ferry Rd,Monroeville,Pennsylvania,15146
352 Allen Wood Camp Ln,Montgomery,Pennsylvania,17752
352 Allen Wood Camp Ln,Montgomery,Pennsylvania,17752
352 Allen Wood Camp Ln,Montgomery,Pennsylvania,17752
870 Lake Ave,Montrose,Pennsylvania,18801
505 McCormick Road,Moon Township,Pennsylvania,15108
265 HookStown Grade Rd,Moon Township,Pennsylvania,15108
265 HookStown Grade Rd,Moon Township,Pennsylvania,15108
571 Moon Clinton Rd,Moon Twp,Pennsylvania,15108
100 Glenmaura National Blvd,Moosic,Pennsylvania,18507
860 W Bridge St,Morrisville,Pennsylvania,19067
319 Gardner Rd,Moscow,Pennsylvania,18444
Golf Club and Griffin Rd,Moscow,Pennsylvania,18444
650 Pinkerton Rd,Mount Joy,Pennsylvania,17552
168 Holly Pl,Mount Pleasant,Pennsylvania,15666
168 Holly Pl,Mount Pleasant,Pennsylvania,15666
681 Mulberry Hill Rd,Mount Pleasant,Pennsylvania,15666
312 Woodland Rd,Mount Pocono,Pennsylvania,18344
10 Pine Hill Rd,Mount Pocono,Pennsylvania,18344
1 Country Club Rd,Mount Union,Pennsylvania,17066
5700 Board Rd,Mount Wolf,Pennsylvania,17347
260 Country Club Dr,Mountain Top,Pennsylvania,18707
260 Country Club Dr,Mountain Top,Pennsylvania,18707
260 Country Club Dr,Mountain Top,Pennsylvania,18707
23 Rolling Meadows Rd,Mowry,Pennsylvania,17921
4076 Bulltown Rd,Murrysville,Pennsylvania,15668
3804 Sardis Rd,Murrysville,Pennsylvania,15668
Hanky Church Rd,Murrysville,Pennsylvania,15668
240 Golf Rd,Myerstown,Pennsylvania,17067
1299 Lane Ave,Natrona Heights,Pennsylvania,15065
490B West 3rd Street,Nescopeck,Pennsylvania,18635
491 Bush Rd,New Alexandria,Pennsylvania,15670
Route 66,New Bethlehem,Pennsylvania,16242
100 Wises Grove Rd,New Brighton,Pennsylvania,15066
110 W Oakwood Way,New Castle,Pennsylvania,16105
511 Country Club Dr,New Castle,Pennsylvania,16105
2661 Ellwood Rd,New Castle,Pennsylvania,16101
300 A Ave,New Cumberland,Pennsylvania,17070
250 Brownsburg Rd,New Hope,Pennsylvania,18938
1208 Oaklake Rd,New Kensington,Pennsylvania,15068
6598 Route 309,New Tripoli,Pennsylvania,18066
6598 Route 309,New Tripoli,Pennsylvania,18066
172 Borowicz Rd,New Wilmington,Pennsylvania,16142
172 Borowicz Rd,New Wilmington,Pennsylvania,16142
205 Legion Road,Newport,Pennsylvania,17074
3600 Saint Davids Rd,Newtown Square,Pennsylvania,19073
4600 W Chester Pike,Newtown Square,Pennsylvania,19073
2783 State Route 374,Nicholson,Pennsylvania,18446
2620 Skippack Pike,Norristown,Pennsylvania,19422
401 S Schuylkill Ave,Norristown,Pennsylvania,19403
1000 Clubhouse Dr,North Braddock,Pennsylvania,15104
2451 Brickyard Rd,North East,Pennsylvania,16428
8351 Station Rd,North East,Pennsylvania,16428
1600 Limekiln Pike,North Hills,Pennsylvania,19038
99 Station Ave,North Hills,Pennsylvania,19038
28983 RT 35 N,Oakland Mills,Pennsylvania,17076
1233 Hulton Rd,Oakmont,Pennsylvania,15139
Route 909 Hulton Rd,Oakmont,Pennsylvania,15139
Route 287,Oregon Hill,Pennsylvania,16938
200 E Valley Green Rd,Oreland,Pennsylvania,19075
877 West Market St,Orwigsburg,Pennsylvania,17961
50 Wyncote Dr,Oxford,Pennsylvania,19363
2230 Fireline Rd,Palmerton,Pennsylvania,18071
440 Darby Paoli Rd,Paoli,Pennsylvania,19301
1167 Old Reading Road,Paxinos,Pennsylvania,17860
1107 Pilgrim's Pathway,Peach Bottom,Pennsylvania,17563
255 Diehl Rd,Penn Run,Pennsylvania,15765
2554 Geryville Pike,Pennsburg,Pennsylvania,18073
1 Country Club Rd,Philipsburg,Pennsylvania,16866
162 Ridge Rd,Phoenixville,Pennsylvania,19460
355 Country Club Rd,Phoenixville,Pennsylvania,19460
450 S Whitehorse Rd,Phoenixville,Pennsylvania,19460
100 Golf Club Dr,Phoenixville,Pennsylvania,19460
1753 Panther Valley Rd,Pine Grove,Pennsylvania,17963
401 Stenton Ave,Plymouth Meeting,Pennsylvania,19462
398 Stenton Ave,Plymouth Meeting,Pennsylvania,19462
888 Plymouth Road,Plymouth Meeting,Pennsylvania,19462
Route 314 Manor Rd,Pocono Manor,Pennsylvania,18349
679 Pinecrest Dr,Pocono Pines,Pennsylvania,18350
434 Lake Dr,Pocono Pines,Pennsylvania,18350
350 Freestone Lane,Port Matilda,Pennsylvania,16870
350 Golf Course Rd,Portage,Pennsylvania,15946
400 E Schuylkill Road,Pottstown,Pennsylvania,19465
Adams & Prospect St,Pottstown,Pennsylvania,19464
120 Masters Dr,Pottstown,Pennsylvania,19464
60 Lake Lorain Road,Poyntelle,Pennsylvania,18454
1000 Nevillewood Dr,Presto,Pennsylvania,15142
1092 State Route 208,Pulaski,Pennsylvania,16143
318 Tanglewood Rd,Pulaski,Pennsylvania,16143
3706 Sprankle Mills Rd,Punxsutawney,Pennsylvania,15767
408 North Main St,Punxsutawney,Pennsylvania,15767
2020 Trumbauersville Rd,Quakertown,Pennsylvania,18951
653 Scotland Rd,Quarryville,Pennsylvania,17566
2399 Quentin Rd,Quentin,Pennsylvania,17083
1637 Bernville Rd,Reading,Pennsylvania,19601
2023 Old Lancaster Pike,Reading,Pennsylvania,19608
10 Village Center Dr,Reading,Pennsylvania,19607
5311 Perkiomen Ave,Reading,Pennsylvania,19606
135 S Ridge Rd,Reinholds,Pennsylvania,17569
314 Chestnut Street,Reno,Pennsylvania,16343
299 Newtown - Richboro Road,Richboro,Pennsylvania,18954
Laurel Mill Rd,Ridgway,Pennsylvania,15853
174 Cross Cove Rd,Roaring Spring,Pennsylvania,16673
307 Kings Mountain Rd,Rockwood,Pennsylvania,15557
227 Golfer's Ln,Rockwood,Pennsylvania,15557
48 Country Club Rd,Royersford,Pennsylvania,19468
6528 Cable Hollow Rd,Russell,Pennsylvania,16345
405 Norberg Rd,Russell,Pennsylvania,16345
531 S Michael St,Saint Marys,Pennsylvania,15857
1392 Forest Hills Dr,Salix,Pennsylvania,15952
1888 Brett Ln,Saltsburg,Pennsylvania,15681
201 Monroe Rd,Sarver,Pennsylvania,16055
839 Ekastown Rd,Sarver,Pennsylvania,16055
839 Ekastown Rd,Sarver,Pennsylvania,16055
28 Smith Rd,Schwenksville,Pennsylvania,19473
3646 Scotland Rd,Scotland,Pennsylvania,17254
455 Green Grove Rd,Scott Township,Pennsylvania,18447
66 Club House Ln,Scott Township,Pennsylvania,18447
250 Country Club Rd,Sewickley,Pennsylvania,15143
132 Laurel Oak Dr,Sewickley,Pennsylvania,15143
126 Backbone Rd,Sewickley,Pennsylvania,15143
1030 Forker Blvd,Sharon,Pennsylvania,16148
30 Hayfield Rd,Shavertown,Pennsylvania,18708
River Rd,Shawnee-On-Delaware,Pennsylvania,18356
River Rd,Shawnee-On-Delaware,Pennsylvania,18356
River Rd,Shawnee-On-Delaware,Pennsylvania,18356
River Rd,Shawnee-On-Delaware,Pennsylvania,18356
220 Zions Church Rd,Shoemakersville,Pennsylvania,19555
7017 SR949,Sigel,Pennsylvania,15860
153 Bran Rd,Sinking Spring,Pennsylvania,19608
3809 Penn Ave,Sinking Spring,Pennsylvania,19608
1146 Stump Hall Road,Skippack,Pennsylvania,19474
One Skytop,Skytop,Pennsylvania,18357
160 Ralston Rd,Slippery Rock,Pennsylvania,16057
481 Grove City Rd,Slippery Rock,Pennsylvania,16057
13065 Route 59,Smethport,Pennsylvania,16749
416 Plank Rd,Somerset,Pennsylvania,15501
2322 Easton Tpke,South Canaan,Pennsylvania,18459
9632 Swamp Rd,South Mountain,Pennsylvania,17261
681 Church Hill Rd,South Park Township,Pennsylvania,15332
698 South Sterling Rd,South Sterling,Pennsylvania,18460
3350 Schuylkill Rd,Spring City,Pennsylvania,19475
1080 Hyers Rd,Spring Creek,Pennsylvania,16436
5158 Lehman Rd,Spring Grove,Pennsylvania,17362
1657 Route 116,Spring Grove,Pennsylvania,17362
801 Tennis Ave,Spring House,Pennsylvania,19477
280 N State Road,Springfield,Pennsylvania,19064
400 W Sproul Rd,Springfield,Pennsylvania,19064
195 Whitney Rd,Springville,Pennsylvania,18844
251 Mulligan Rd,St Marys,Pennsylvania,15857
709 Jones Mills Stahlstown Rd,Stahlstown,Pennsylvania,15687
1523 W College Ave,State College,Pennsylvania,16801
153 Country Club Rd,State College,Pennsylvania,16801
153 Country Club Rd,State College,Pennsylvania,16801
1 Country Club Ln,State College,Pennsylvania,16803
1523 W College Ave,State College,Pennsylvania,16801
300 Stevens Rd,Stevens,Pennsylvania,17578
8467 Pleasant Valley Rd,Stewartstown,Pennsylvania,17363
251 Golf Course Road,Stoystown,Pennsylvania,15563
1554 Hickory Valley Rd,Stroudsburg,Pennsylvania,18360
18 Golf Course Road,Sugarloaf,Pennsylvania,18249
79 Country Club Ln,Sugarloaf,Pennsylvania,18249
187 W Haas Manor Rd,Sunbury,Pennsylvania,17801
521 Golf Road,Tamaqua,Pennsylvania,18252
917 Bull Creek Rd,Tarentum,Pennsylvania,15084
140 S Keyser Ave,Taylor,Pennsylvania,18517
140 S Keyser Ave,Taylor,Pennsylvania,18517
650 Bergey Rd,Telford,Pennsylvania,18969
104 Horseshoe Drive,Thorndale,Pennsylvania,19372
176 Country Club Dr,Thornhurst,Pennsylvania,18424
Route 62,Tionesta,Pennsylvania,16353
39272 State Hwy 408,Titusville,Pennsylvania,16354
15867 Oil City-Titusville Rd,Titusville,Pennsylvania,16354
15867 Oil City-Titusville Rd,Titusville,Pennsylvania,16354
7000 Lake Rd,Tobyhanna,Pennsylvania,18466
645 Golden Mile Rd,Towanda,Pennsylvania,18848
99 Birchwood Dr,Transfer,Pennsylvania,16154
201 Resort Lane,Tunkhannock,Pennsylvania,18657
9400 Club Rd,Union City,Pennsylvania,16438
374 Duck Hollow Rd,Uniontown,Pennsylvania,15401
65 Springdale Dr,Uniontown,Pennsylvania,15401
25 Bailey Ln,Uniontown,Pennsylvania,15401
201 N Lynn Blvd,Upper Darby,Pennsylvania,19082
2652 Hidden Valley Dr,Upper Saint Clair,Pennsylvania,15241
320 West Cruikshank Rd,Valencia,Pennsylvania,16059
124 Tee Ln,Vandergrift,Pennsylvania,15690
21957 Plank Rd,Venango,Pennsylvania,16440
"21217 Church St, Route 19",Venango,Pennsylvania,16440
5741 Verona Rd,Verona,Pennsylvania,15147
400 Longue Vue Dr,Verona,Pennsylvania,15147
555 Sproul Rd,Villanova,Pennsylvania,19085
215 Plowman Rd,Vintondale,Pennsylvania,15961
193 Green Meadows Ln,Volant,Pennsylvania,16156
600 S Providence Rd,Wallingford,Pennsylvania,19086
1079 Smiley Stop Rd,Wampum,Pennsylvania,16157
Route 18 No,Wampum,Pennsylvania,16157
1225 W St Rd,Warminster,Pennsylvania,18974
Route 62 North,Warren,Pennsylvania,16365
6927 Jackson Run Rd,Warren,Pennsylvania,16365
750 Country Club Ln,Warrington,Pennsylvania,18976
2755 Park Ave,Washington,Pennsylvania,15301
599 Country Club Rd,Washington,Pennsylvania,15301
10085 Route 19 N,Waterford,Pennsylvania,16441
2123 Strong Rd,Waterford,Pennsylvania,16441
